id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license,city,occupancy_rate,estimated_annual_revenue
1304427972798582423,4BR Group Space for 16 Near Bourbon | The Mayfair,561864785,Jeanine,,Central Business District,29.9554667,-90.0717274,Entire home/apt,647.0,1,1,2025-01-03,0.12,40,338,1,25-XSTR-22300,New Orleans,7.4,153080.2
1304428254077924557,Stylish Urban Escape-Walk to FQ & Iconic Spots,664618805,Leigh Ann Wilgus,,Central Business District,29.948295510234544,-90.07273834700683,Entire home/apt,162.0,1,0,,0.0,31,358,0,23-XSTR-61437,New Orleans,1.92,40597.2
1304438190657929956,Chic 5BD Combo Unit | Steps from French Quarter,664618805,Leigh Ann Wilgus,,Central Business District,29.946436281959453,-90.07257227069726,Entire home/apt,331.0,1,0,,0.0,31,341,0,23-XSTR-61437,New Orleans,6.58,79009.7
1304443307455676671,Gorgeous Combo Unit : 5 Ensuites - Near FQ,664618805,Leigh Ann Wilgus,,Central Business District,29.94648,-90.07303,Entire home/apt,253.0,1,0,,0.0,31,356,0,23-XSTR-61437,New Orleans,2.47,63047.6
1304445756382136421,2 Private Units + Shared Balcony - Walk to FQ,664618805,Leigh Ann Wilgus,,Central Business District,29.946442232537944,-90.07282051752408,Entire home/apt,347.0,1,0,,0.0,31,342,0,23-XSTR-61437,New Orleans,6.3,83071.8
1304449797774026703,Upscale NOLA Stay w/ Balcony Near French Quarter,664618805,Leigh Ann Wilgus,,Central Business District,29.94668,-90.07412,Entire home/apt,141.0,1,1,2025-09-07,1.0,31,351,1,23-XSTR-61437,New Orleans,3.84,34643.7
1304452887409997477,NOLA Stay Near French Quarter + Balcony,664618805,Leigh Ann Wilgus,,Central Business District,29.946496105588466,-90.07388402349444,Entire home/apt,144.0,1,0,,0.0,31,358,0,23-XSTR-61437,New Orleans,1.92,36086.4
1304464532979870358,Downtown Getaway- ADA - Walk to French Quarter,664618805,Leigh Ann Wilgus,,Central Business District,29.94844,-90.07471,Entire home/apt,155.0,1,0,,0.0,31,362,0,23-XSTR-61437,New Orleans,0.82,39277.0
1306749761628093525,"RARE Lakeview 5 Bedroom, 2 Bath, 10 person condo",409294517,Corey,,West End,30.01986806695365,-90.1149953523666,Entire home/apt,318.0,30,0,,0.0,3,346,0,,New Orleans,5.21,77019.6
1306798686042506093,Cozy Lakeview 1 bedroom condo.,409294517,Corey,,Lakeshore - Lake Vista,30.020025169176456,-90.11429295939205,Entire home/apt,56.0,30,0,,0.0,3,253,0,,New Orleans,30.68,9917.6
1307270736778512053,New Marigny Bungalow,513447844,Hunter,,St. Claude,29.971136601510253,-90.04841526938976,Entire home/apt,81.0,1,40,2025-08-25,4.4,2,40,40,"23-CSTR-10286, 23-OSTR-08579",New Orleans,89.04,2268.0
1307456024691915641,"Maison Royal, Steps to French Quarter",45295887,Wallace,,Marigny,29.964291,-90.058435,Private room,64.0,1,9,2025-09-02,1.14,6,345,9,23-XSTR-09099,New Orleans,5.48,15456.0
1307487179348083669,"Maison Royal, Heart of New Orleans",45295887,Wallace,,Marigny,29.964291,-90.058435,Private room,64.0,1,26,2025-09-03,3.01,6,333,26,23-XSTR-09099,New Orleans,8.77,14918.4
1307511990595845244,French Quarter Royal,45295887,Wallace,,Marigny,29.9645927,-90.0586328,Entire home/apt,116.0,30,4,2025-09-02,0.53,6,63,4,,New Orleans,82.74,5115.6
1308063833882560555,BigEasy Escape!,666107723,Keno,,Dillard,29.99507,-90.06152,Entire home/apt,135.0,2,19,2025-09-01,2.22,1,269,19,"24-NSTR-18508, 24-OSTR-18109",New Orleans,26.3,25420.5
1308071075945449718,Refreshing New Home!,666195188,Meagan,,Gert Town,29.956060582222424,-90.10195254969476,Entire home/apt,65.0,30,1,2025-03-30,0.18,1,266,1,,New Orleans,27.12,12103.0
1308856649313945332,"Iconic Mansion w/Private Pool & Spa, Walk Downtown",655959135,Devin,,Central City,29.9429876,-90.0764916,Entire home/apt,460.0,2,31,2025-09-07,3.77,8,195,31,"22-CSTR-06511, 24-OSTR-12885",New Orleans,46.58,62790.0
1309396976122105495,Historic NOLA 5BR:Prime Location,284544,Michael,,Marigny,29.9634058,-90.05386879999999,Entire home/apt,237.0,2,0,,0.0,11,325,0,24-XSTR-10026,New Orleans,10.96,53917.5
1309778474333363021,Unique Quarters on Bourbon St,12680956,Dominique,,Marigny,29.96435,-90.06098,Entire home/apt,540.0,3,0,,0.0,8,158,0,24-XSTR-13479,New Orleans,56.71,59724.0
1310085530001167820,Pet & Musician-Friendly in NOLA,34240272,Kendall,,Seventh Ward,29.975754128926987,-90.07335877402166,Entire home/apt,92.0,30,0,,0.0,1,365,0,,New Orleans,0.0,23506.0
1310164119956924640,Luxury in Nola: Best Location!,284544,Michael,,Marigny,29.9634058,-90.05386879999999,Entire home/apt,229.0,2,6,2025-07-29,0.79,11,260,6,24-XSTR-10026,New Orleans,28.77,41678.0
1311041366998744818,Spacious Luxe 6-BR Getaway Near Downtown,311877208,Sam,,Mid-City,29.9636032,-90.0962799,Entire home/apt,250.0,1,0,,0.0,3,352,0,"21-CSTR-02561, 21-OSTR-12387",New Orleans,3.56,61600.0
1311094692897469727,French Quarter & JAZZ Fest Special,126429224,T-Lew,,Gentilly Woods,30.00619141122406,-90.03704592235195,Entire home/apt,927.0,30,0,,0.0,1,138,0,"24NSTR-14966, 24OSTR-14966",New Orleans,62.19,89548.2
1311596037417535273,Big Easy 4 U,429962515,Shana,,St.  Anthony,30.014595708536103,-90.0670799635816,Private room,61.0,30,0,,0.0,1,269,0,,New Orleans,26.3,11486.3
1311607287148997372,Upstairs at Eric's,69244965,Sylvana,,Central City,29.9400835,-90.0809767,Entire home/apt,135.0,30,1,2025-03-13,0.16,3,349,1,,New Orleans,4.38,32980.5
1311642277745339204,Location! Location! Location!,36485149,Gelana,,East Riverside,29.9211402953632,-90.08741794294872,Entire home/apt,101.0,30,0,,0.0,1,365,0,,New Orleans,0.0,25805.5
1312069656429851682,Historic Home short walk to Frenchmen & theQuarter,298377320,Renee,,Marigny,29.96644,-90.06149,Entire home/apt,199.0,2,1,2025-05-26,0.28,1,339,1,"23-nstr-15352, 24-ostr-09497",New Orleans,7.12,47222.7
1312540108058199207,4BR Group Trip 2 Blocks from Bourbon | The Mayfair,561864785,Jeanine,,Central Business District,29.95609,-90.0727,Entire home/apt,550.0,1,5,2025-08-17,0.72,40,339,5,25-XSTR-22300,New Orleans,7.12,130515.0
1312540152382037789,4BR Group Getaway Walk to French Qtr | The Mayfair,561864785,Jeanine,,Central Business District,29.95547,-90.07173,Entire home/apt,647.0,1,3,2025-06-23,0.54,40,344,3,25-XSTR-22300,New Orleans,5.75,155797.6
1312540177630079293,4BR Rare Group Space + Private Patio on Canal St,561864785,Jeanine,,Central Business District,29.95547,-90.07173,Entire home/apt,583.0,1,2,2025-02-03,0.24,40,327,2,25-XSTR-22300,New Orleans,10.41,133448.7
1312540199633805915,3BR Stunning Stay 2 Blocks from Bourbon St,561864785,Jeanine,,Central Business District,29.95547,-90.07173,Entire home/apt,446.0,1,2,2025-03-30,0.32,40,348,2,25-XSTR-22300,New Orleans,4.66,108645.6
1312540243650288416,4BR 2-Story Historic Space Steps to French Quarter,561864785,Jeanine,,Central Business District,29.95547,-90.07173,Entire home/apt,615.0,1,6,2025-08-17,0.77,40,344,6,25-XSTR-22300,New Orleans,5.75,148092.0
1312540271426129197,2BR Beautiful Space + Private Bedroom Patio,561864785,Jeanine,,Central Business District,29.95547,-90.07173,Entire home/apt,288.0,30,3,2025-07-20,0.59,40,359,3,25-XSTR-22300,New Orleans,1.64,72374.4
1312540296347550005,3BR Group Haven + Private Patio Walk to French Qtr,561864785,Jeanine,,Central Business District,29.95547,-90.07173,Entire home/apt,495.0,1,4,2025-08-10,0.51,40,324,4,25-XSTR-22300,New Orleans,11.23,112266.0
1312540321048804463,2BR Private Patio in Luxe Unit | The Mayfair,561864785,Jeanine,,Central Business District,29.95547,-90.07173,Entire home/apt,297.0,1,2,2025-01-20,0.23,40,338,2,25-XSTR-22300,New Orleans,7.4,70270.2
1312540344916214089,2BR Unique Unit 2 Blocks to Bourbon | The Mayfair,561864785,Jeanine,,Central Business District,29.95547,-90.07173,Entire home/apt,297.0,1,5,2025-09-01,0.75,40,340,5,25-XSTR-22300,New Orleans,6.85,70686.0
1312540376693062291,2BR Canal St View 2 Blocks to Bourbon St,561864785,Jeanine,,Central Business District,29.95547,-90.07173,Entire home/apt,314.0,1,4,2025-07-20,0.47,40,352,4,25-XSTR-22300,New Orleans,3.56,77369.6
1312540399002023259,4BR Incredible Group Penthouse + Private Patio,561864785,Jeanine,,Central Business District,29.95547,-90.07173,Entire home/apt,614.0,1,2,2025-08-10,0.92,40,359,2,25-XSTR-22300,New Orleans,1.64,154298.2
1312540421091198530,4BR Exclusive Downtown Penthouse | The Mayfair,561864785,Jeanine,,Central Business District,29.95547,-90.07173,Entire home/apt,614.0,1,6,2025-07-07,0.76,40,353,6,25-XSTR-22300,New Orleans,3.29,151719.4
1313332204151320403,Charming Treme Creole Cottage,112910785,Marigny,,Treme - Lafitte,29.969663,-90.0808604,Entire home/apt,135.0,2,9,2025-09-01,1.26,81,348,9,"22-CSTR-22893, 24-OSTR-04468",New Orleans,4.66,32886.0
1314070828261705197,The Channel Gem: A Spacious Haven By Magazine,452561073,Loren,,Irish Channel,29.92647939999999,-90.0783026,Entire home/apt,200.0,30,0,,0.0,2,83,0,,New Orleans,77.26,11620.0
1314242102577829987,Modern 2BR Condo in California Building,585802778,Tigran,,Central Business District,29.954548,-90.074353,Entire home/apt,129.0,1,2,2025-08-17,0.36,51,286,2,24-XSTR-08058,New Orleans,21.64,25825.8
1314317655901490137,Smart 2BR Overlooking Freret w/Roof Deck & Parking,51541620,Samuel,,Freret,29.93455309216817,-90.10780190031392,Entire home/apt,79.0,1,22,2025-08-25,2.5,15,170,22,"22-CSTR-20023, 24-OSTR-17566",New Orleans,53.42,9401.0
1314616151841900992,5 Min to DT NOLA Cozy 2B/1BT| Quiet,120123927,Erin,,Whitney,29.9535169,-90.0418601,Entire home/apt,216.0,1,25,2025-09-07,3.5,1,304,25,"25-NSTR-01026, 24-OSTR-24423",New Orleans,16.71,45964.8
1315246226226687400,5 New Orleans Themed Units in FQ with Pool,12680956,Dominique,,Marigny,29.96444,-90.06044,Entire home/apt,862.0,3,2,2025-05-31,0.35,8,135,2,24-XSTR-13479,New Orleans,63.01,81459.0
1315269623988609013,Prince Conti Boutique French Quarter Hotel,667787368,Prince Conti,,French Quarter,29.956671,-90.068414,Private room,500.0,1,1,2025-07-13,0.49,1,365,1,24-XSTR-22789,New Orleans,0.0,127750.0
1315907557684707746,Cozy 2 bedroom Cottage with Double driveway!,64823547,Brenna And Nick,,Tall Timbers - Brechtel,29.925096,-90.02708930000001,Entire home/apt,79.0,30,1,2025-03-17,0.17,77,355,1,,New Orleans,2.74,19631.5
1315980705284848848,Marigny Gem 2 Bed/2 Bath Condo,534365876,Heather,,Marigny,29.9663374,-90.0626522,Entire home/apt,94.0,2,19,2025-08-23,2.39,1,301,19,"22-CSTR-18145, 23-OSTR-10030",New Orleans,17.53,19805.8
1317148529580648784,Stylish Urban Condo: 2 Bedrooms & Skyline Pool,561292944,Tigran,,Central Business District,29.95389815772665,-90.07241245889126,Entire home/apt,107.0,1,16,2025-08-17,1.85,81,278,16,23-XSTR-21621,New Orleans,23.84,20822.2
1317164184035046869,Contemporary 2BR Condo with Stunning Pool,561292944,Tigran,,Central Business District,29.95389815772665,-90.07241245889126,Entire home/apt,109.0,1,17,2025-07-27,2.02,81,298,17,23-XSTR-21621,New Orleans,18.36,22737.4
1317171479467387423,Upscale 2BR Condo Featuring Skyline Pool,561292944,Tigran,,Central Business District,29.95389815772665,-90.07241245889126,Entire home/apt,88.0,1,12,2025-08-12,1.49,81,272,12,23-XSTR-21621,New Orleans,25.48,16755.2
1317393100592086737,Spacious 2 Bedroom Apartment!,668231015,Bianca,,Central Business District,29.9525778,-90.0721584,Entire home/apt,122.0,30,1,2025-01-13,0.12,1,365,1,"20STR-14876, 19-OSTR-07159",New Orleans,0.0,31171.0
1318096821079398105,NOLA Paradise,305147925,Toya Angelique,,Little Woods,30.02730714248769,-90.0231816445879,Entire home/apt,181.0,30,6,2025-07-27,0.85,1,174,6,"25NSTR84624, 25OSTR32982",New Orleans,52.33,22045.8
1318243799097796720,Midcity Live Oak Manor,177156271,Richard,,City Park,29.98083428825447,-90.09136293770104,Entire home/apt,286.0,30,0,,0.0,1,205,0,,New Orleans,43.84,41041.0
1318966236286013232,Charming Shotgun 2B/1B *Extended Stay Friendly*,257579109,Almore,,Gert Town,29.95547004588628,-90.09991970799167,Entire home/apt,46.0,30,1,2025-05-20,0.26,2,125,1,,New Orleans,65.75,4025.0
1318978424407103712,NOLA Townhouse,423864844,Hilde,,Read Blvd East,30.03493771198261,-89.96918247088229,Entire home/apt,113.0,30,0,,0.0,1,179,0,,New Orleans,50.96,14158.9
1319540209819863267,Chic 5BR Oasis in NOLA's Heart,136024214,Gabriel,,Florida Area,29.97814,-90.04133,Entire home/apt,174.0,30,1,2025-06-08,0.31,21,339,1,"25-NSTR-11653, 25-OSTR-11793",New Orleans,7.12,41290.2
1319950495805575860,Large Beautiful Home 1 Mile from the Superdome,392301904,Mitchell,,Central City,29.94282,-90.08604,Entire home/apt,137.0,2,17,2025-08-17,2.54,1,137,17,"23-NSTR-13322, 23-OSTR-13320",New Orleans,62.47,13138.3
1320340181304754723,Colorful 7th Ward Gem,39229059,Kala,,Seventh Ward,29.97641,-90.06829,Private room,78.0,1,3,2025-05-05,0.47,1,69,3,"25-NSTR-01226, 24-OSTR-25163",New Orleans,81.1,3767.4
1320392226841393018,The Little Pink House on Milan,668906601,Kevin,,Milan,29.93009,-90.1003,Entire home/apt,127.0,2,28,2025-08-17,3.53,1,36,28,"24-NSTR-11037, 24-OSTR-10624",New Orleans,90.14,3200.4
1320394664748622294,Uptown Gem with Luxe Touches,107706099,Mark,,Hollygrove,29.96653,-90.12405,Entire home/apt,253.0,30,1,2025-09-01,1.0,1,173,1,"25-NSTR-13044, 25-OSTR-13050",New Orleans,52.6,30638.3
1320550618839664057,The Frenchmen’s Desire,482746041,Anthony,,Seventh Ward,29.97122,-90.05974,Entire home/apt,84.0,2,21,2025-08-23,2.96,1,34,21,"24-NSTR-11119, 24-OSTR-11128",New Orleans,90.68,1999.2
1321052154463343869,Kerlerec Creole Cottage,666959612,Hanadie,,Seventh Ward,29.97143,-90.06929,Entire home/apt,75.0,2,19,2025-09-01,2.68,1,296,19,"25-NSTR-01515, 25-OSTR-01490",New Orleans,18.9,15540.0
1321071967608423196,Historic Algiers Point Apt.,428799848,Art,,Algiers Point,29.95385,-90.05137,Entire home/apt,36.0,30,1,2025-02-10,0.14,1,134,1,,New Orleans,63.29,3376.8
1321456041630653309,Room for rent near lake,669211565,Russell D,,St.  Anthony,30.02228,-90.0639,Private room,58.0,30,0,,0.0,1,89,0,,New Orleans,75.62,3613.4
1321739951905679038,Creole Complex B&B Suite 3,12055406,Graham,,Seventh Ward,29.96839,-90.06518,Private room,223.0,1,0,,0.0,8,71,0,24-XSTR-07278,New Orleans,80.55,11083.1
1321911760028268296,Designer uptown home,44783640,Natasha,,Uptown,29.93013,-90.10441,Entire home/apt,675.0,30,1,2025-03-04,0.16,1,270,1,"24-NSTR-45288, 80-OSTR-19688",New Orleans,26.03,127575.0
1321949539917456335,Marigny Maison - Great Local Area,102614684,Jenny,,Marigny,29.96842,-90.05396,Entire home/apt,85.0,30,1,2025-02-10,0.14,1,90,1,"23nstr-34765, 20ostr-34555",New Orleans,75.34,5355.0
1322732712244235323,X-Large ideal extended stay,517392091,Ramon,,Pines Village,30.02919,-90.02577,Private room,25.0,30,0,,0.0,3,89,0,,New Orleans,75.62,1557.5
1323167843360784471,Cozy & spacious One-bedroom NOLA,33890695,Sisi & Fernando,,Treme - Lafitte,29.97087,-90.08187,Entire home/apt,67.0,30,2,2025-07-19,0.32,2,262,2,,New Orleans,28.22,12287.8
1323224258717242926,6 Mi to Smoothie King Center: Apt in New Orleans,456477857,Evolve,,West End,30.021035906830857,-90.11525676737564,Entire home/apt,71.0,31,2,2025-05-31,0.28,47,348,2,,New Orleans,4.66,17295.6
1323224258862672113,6 Mi to Caesars Superdome: Quiet NOLA Retreat,456477857,Evolve,,West End,30.02102213128911,-90.11525205050036,Entire home/apt,82.0,31,0,,0.0,47,364,0,,New Orleans,0.27,20893.6
1323224259540857651,Walk to Restaurants & Markets: Peaceful NOLA Apt,456477857,Evolve,,West End,30.02103185004827,-90.11525388280916,Entire home/apt,61.0,31,0,,0.0,47,254,0,,New Orleans,30.41,10845.8
1323230020864110618,Elegant 5BR Getaway in NOLA,136024214,Gabriel,,St. Claude,29.97657,-90.0433,Entire home/apt,214.0,1,9,2025-08-07,1.15,21,315,9,"25-NSTR-11653, 25-OSTR-11793",New Orleans,13.7,47187.0
1323249535319111587,Grand 10-Bedroom Oasis in NOLA,136024214,Gabriel,,St. Claude,29.97652,-90.04317,Entire home/apt,420.0,1,5,2025-07-14,0.62,21,311,5,"25-NSTR-11653, 25-OSTR-11793",New Orleans,14.79,91434.0
1323251629673532834,Private Family Home & Rooftop Deck + Parking,106289693,William,,Mid-City,29.97661,-90.10538,Entire home/apt,185.0,3,18,2025-07-21,2.61,56,159,18,"24-NSTR-18500, 24-OSTR-16995",New Orleans,56.44,20590.5
1323669217735683399,Ideal crash pad extended stay,95055897,Doug,,Pines Village,30.02954,-90.02665,Private room,32.0,30,0,,0.0,1,89,0,,New Orleans,75.62,1993.6
1324032195702059050,Creole Complex B&B Suite 4,12055406,Graham,,Seventh Ward,29.97037,-90.06517,Private room,225.0,1,2,2025-05-27,0.55,8,71,2,24-XSTR-07278,New Orleans,80.55,11182.5
1324875425346059243,Historic Algiers Point!,85377442,Guadalupe,,Algiers Point,29.94961,-90.05082,Entire home/apt,172.0,3,0,,0.0,2,157,0,"24-NSTR-19170, 24-OSTR-19156",New Orleans,56.99,18902.8
1325463415944630529,Charming 3BD house in N.O.,670292100,Charis,,Milneburg,30.0266572,-90.0480735,Entire home/apt,237.0,30,0,,0.0,1,304,0,,New Orleans,16.71,50433.6
1326853363947047149,Charming Uptown 3 Bedroom 2 Bath Home,212330070,Mehrdad,,East Carrollton,29.94704,-90.12756,Entire home/apt,138.0,30,0,,0.0,2,331,0,,New Orleans,9.32,31974.6
1326909781407219609,‘Pelicans Perch’ Waterfront NOLA Haven w/ Pool!,670759235,Katharine,,Lake Catherine,30.14209,-89.74987,Entire home/apt,460.0,2,11,2025-08-11,1.84,1,303,11,"22-CSTR-00830, 24-OSTR-22870",New Orleans,16.99,97566.0
1327517752611826964,Uptown Manor on the Avenue,146800742,Christine M,,Uptown,29.92474644806919,-90.10410128152584,Entire home/apt,396.0,30,0,,0.0,1,358,0,,New Orleans,1.92,99237.6
1327716821022071237,NOLA Home Near Top Restaurants,587522164,Muralidharan,,West Riverside,29.91709,-90.1111,Entire home/apt,180.0,30,2,2025-05-17,0.29,1,180,2,"24-NSTR-10961, 24-OSTR-10969",New Orleans,50.68,22680.0
1328410108481803743,Luxury New Home | Heated Pool and Hot Tub,276892829,Daniel,,Central City,29.94106,-90.07666,Entire home/apt,545.0,1,105,2025-09-08,14.58,69,361,105,"23-CSTR-01188, 24-OSTR-03381",New Orleans,1.1,137721.5
1328411123072606536,Modern Home | Heated Pool and Hot Tub,276892829,Daniel,,Lower Garden District,29.93893,-90.07052,Entire home/apt,616.0,4,17,2025-09-07,2.36,69,323,17,"23-CSTR-10112, 24-OSTR-03381",New Orleans,11.51,139277.6
1328411654798036163,Luxurious Home | Heated Plunge Pool,276892829,Daniel,,Lower Garden District,29.93899,-90.0707,Entire home/apt,674.0,4,25,2025-09-01,3.71,69,280,25,"23-CSTR-10104, 24-OSTR-03381",New Orleans,23.29,132104.0
1328496113371506851,Bywater Beauty,5189723,Jennifer,,St. Claude,29.96524,-90.0384,Entire home/apt,308.0,30,0,,0.0,1,363,0,,New Orleans,0.55,78262.8
1329055526686698661,The Heritage House Nola,659397646,Shawntravia,,Mid-City,29.9756,-90.10814,Entire home/apt,630.0,30,0,,0.0,3,180,0,,New Orleans,50.68,79380.0
1329205385540748399,Funky Nola Bungalow,129798203,Sarah,,Mid-City,29.974076117023763,-90.10169130177246,Entire home/apt,136.0,30,0,,0.0,2,362,0,,New Orleans,0.82,34462.4
1329220210363750051,The Redemptory on Royal,3151468,Shawn,,Bywater,29.96389,-90.04644,Entire home/apt,380.0,1,10,2025-07-06,1.68,1,182,10,25-XSTR-01664,New Orleans,50.14,48412.0
1329303057783203035,3br/ 1bath home 10 mins away from superdome.,186074667,Dwayne,,Gentilly Terrace,29.9968457,-90.0482072,Entire home/apt,130.0,30,0,,0.0,2,269,0,"25-Nstr-11688, 24-OSTR-22732",New Orleans,26.3,24479.0
1329668882100070984,Cozy Home near Downtown New Orleans,666817819,Gabriel,,Central City,29.94644346936438,-90.09723041206598,Entire home/apt,95.0,1,14,2025-08-19,6.36,1,275,14,"25-NSTR-12423, 24-OSTR-25459",New Orleans,24.66,18287.5
1329835014955332550,5 Mi to French Quarter: Central NOLA Home w/ Decks,456477857,Evolve,,St.  Anthony,30.022311,-90.0651332,Entire home/apt,203.0,30,15,2025-08-17,2.03,47,334,15,"23-NSTR-16586, 23-OSTR-16631",New Orleans,8.49,47461.4
1329841894560195197,Charming New Orleans house,164165895,Mark,,Bayou St. John,29.98029,-90.08516,Entire home/apt,97.0,30,2,2025-05-10,0.32,1,263,2,,New Orleans,27.95,17857.7
1329854939980170584,Crescent Charm: Historic 6BR Duplex Near City Park,280213607,Karan,,Seventh Ward,29.97943,-90.06911,Entire home/apt,270.0,1,2,2025-06-15,0.52,1,355,2,"21-CSTR-14524, 21-OSTR-12387",New Orleans,2.74,67095.0
1329874709432640806,The Frenchmen New Orleans by Kasa | Full Room,88566861,Kasa,,Marigny,29.9621842,-90.05732549999999,Private room,999.0,1,15,2025-09-04,4.09,12,321,15,24-XSTR-23195,New Orleans,12.05,224475.3
1329874816235865518,The Frenchmen by Kasa | Double Queen Room,88566861,Kasa,,Marigny,29.9621842,-90.05732549999999,Private room,999.0,1,11,2025-08-24,4.02,12,265,11,24-XSTR-23195,New Orleans,27.4,185314.5
1329894391091121506,Spacious Luxury Retreat w/Award-Winning Interiors,655959135,Devin,,Central City,29.9421546,-90.076541,Hotel room,205.0,1,19,2025-08-24,2.95,8,170,19,24-XSTR-12936,New Orleans,53.42,24395.0
1329894746898120358,"Award-Winning Iconic Suite, Steps to Downtown",655959135,Devin,,Central City,29.9421546,-90.076541,Hotel room,122.0,1,21,2025-07-31,2.75,8,192,21,24-XSTR-12936,New Orleans,47.4,16396.8
1329895055031782376,Large Designer Suite Steps to Downtown & Streetcar,655959135,Devin,,Central City,29.9421546,-90.076541,Hotel room,126.0,1,13,2025-08-23,1.95,8,192,13,24-XSTR-12936,New Orleans,47.4,16934.4
1329895362903526959,"Stylish Group Stay, 2 Units w/Award-Winning Design",655959135,Devin,,Central City,29.9421546,-90.076541,Hotel room,276.0,1,7,2025-08-03,0.95,8,192,7,24-XSTR-12936,New Orleans,47.4,37094.4
1329895815866640646,"Award-Winning Estate, 3 Units + Private Courtyard",655959135,Devin,,Central City,29.9421546,-90.076541,Hotel room,449.0,1,3,2025-09-01,0.43,8,147,3,24-XSTR-12936,New Orleans,59.73,46202.1
1330587111905453817,Funky Design Walk to French Quarter Historic NOLA,570249307,Diego,,St. Roch,29.9756053,-90.0535335,Entire home/apt,125.0,2,38,2025-09-09,4.79,1,336,38,"24-NSTR-18407, 24-OSTR-17251",New Orleans,7.95,29400.0
1331228377555700425,Spacious Home in Gentilly,131809195,Marcus,,Gentilly Woods,30.0105573,-90.0311928,Entire home/apt,110.0,3,28,2025-09-01,3.94,1,101,28,"25-NSTR-01801, 25-OSTR-01763",New Orleans,72.33,7777.0
1331323210487019729,The Al Hirt Guesthouse,140315,Cody,,Treme - Lafitte,29.963501,-90.0668029,Entire home/apt,150.0,1,13,2025-09-03,1.76,18,12,13,24-XSTR-18160,New Orleans,96.71,1260.0
1331323246123387113,The Armstrong Guesthouse,140315,Cody,,Treme - Lafitte,29.963501,-90.0668029,Entire home/apt,158.0,1,15,2025-07-17,2.24,18,13,15,24-XSTR-18160,New Orleans,96.44,1437.8
1331323284271622050,The Bolden Guesthouse,140315,Cody,,Treme - Lafitte,29.963501,-90.0668029,Entire home/apt,132.0,1,18,2025-09-08,2.29,18,5,18,24-XSTR-18160,New Orleans,98.63,462.0
1331323322496365773,The Connick Guesthouse,140315,Cody,,Treme - Lafitte,29.963501,-90.0668029,Entire home/apt,178.0,1,34,2025-09-02,4.23,18,15,34,24-XSTR-18160,New Orleans,95.89,1869.0
1331323373506834299,The Fountain Guesthouse,140315,Cody,,Treme - Lafitte,29.963501,-90.0668029,Entire home/apt,132.0,1,17,2025-09-03,2.17,18,17,17,24-XSTR-18160,New Orleans,95.34,1570.8
1331323412842682632,The Kermit Guesthouse,140315,Cody,,Treme - Lafitte,29.963501,-90.0668029,Entire home/apt,123.0,1,28,2025-08-17,3.67,18,14,28,24-XSTR-18160,New Orleans,96.16,1205.4
1331323461414286406,The King Oliver Guesthouse,140315,Cody,,Treme - Lafitte,29.963501,-90.0668029,Entire home/apt,155.0,1,4,2025-06-22,0.51,18,8,4,24-XSTR-18160,New Orleans,97.81,868.0
1331323498577484572,The Marsalis Deluxe Guesthouse,140315,Cody,,Treme - Lafitte,29.963501,-90.0668029,Entire home/apt,195.0,1,26,2025-09-06,3.32,18,12,26,24-XSTR-18160,New Orleans,96.71,1638.0
1331323538072113354,The Mayfield Guesthouse,140315,Cody,,Treme - Lafitte,29.963501,-90.0668029,Entire home/apt,152.0,1,9,2025-07-23,1.14,18,9,9,24-XSTR-18160,New Orleans,97.53,957.6
1331323585571866490,The Shorty Guesthouse,140315,Cody,,Treme - Lafitte,29.963501,-90.0668029,Entire home/apt,157.0,1,3,2025-02-01,0.39,18,10,3,24-XSTR-18160,New Orleans,97.26,1099.0
1331323620843195039,The White Guesthouse,140315,Cody,,Treme - Lafitte,29.963501,-90.0668029,Entire home/apt,121.0,1,14,2025-05-26,1.73,18,10,14,24-XSTR-18160,New Orleans,97.26,847.0
1331327132179563188,BRAND NEW Modern Cozy NOLA Getaway,199520272,Shannon,,Gentilly Terrace,29.99959,-90.05291,Entire home/apt,88.0,30,1,2025-06-24,0.37,1,178,1,,New Orleans,51.23,10964.8
1331516937211795164,Nola Duplex 7 Min from Quarter,292907667,Ne Ne,,St. Claude,29.97022,-90.03878,Entire home/apt,87.0,2,21,2025-08-25,2.92,1,295,21,"23-CSTR-03978, 24-OSTR-22027",New Orleans,19.18,17965.5
1331835708446003105,Mardi Gras House,134182959,Harris,,Treme - Lafitte,29.96741,-90.06872,Entire home/apt,270.0,30,1,2025-02-10,0.14,4,270,1,"21-CSTR-11204, 22-OSTR-09623",New Orleans,26.03,51030.0
1331916362622650464,AlgiersTownhouse perfect for contract workers,404800117,Darenique,,Tall Timbers - Brechtel,29.922097165521105,-90.02177542333692,Entire home/apt,71.0,30,0,,0.0,1,362,0,,New Orleans,0.82,17991.4
1332034155760528319,A Gem in Tremé: HL's Guest Haus,672328159,Hakeem,,Treme - Lafitte,29.97007,-90.07942,Entire home/apt,96.0,30,0,,0.0,1,236,0,,New Orleans,35.34,15859.2
