id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license,city,occupancy_rate,estimated_annual_revenue
19091,Fully Furnished Cozy Apartment,72880,John,,Leonidas,29.961,-90.1195,Entire home/apt,61.0,1,510,2025-08-31,2.72,1,331,7,"25-NSTR-11772, 25-OSTR-11151",New Orleans,9.32,14133.7
71624,Ravenwood Manor (Historic Bywater),367223,Susan,,Bywater,29.96153,-90.04364,Entire home/apt,150.0,30,316,2025-05-07,1.78,1,356,7,"21-RSTR-18609, 22-OSTR-20720",New Orleans,2.47,37380.0
74498,Maison Marais 1,391462,Georgia,,St. Roch,29.96986,-90.05172,Entire home/apt,85.0,3,662,2025-06-29,3.75,3,231,28,23-XSTR-13082,New Orleans,36.71,13744.5
79609,Bywater's Original & Finest,428909,Stephen,,St. Claude,29.96448,-90.03667,Entire home/apt,84.0,30,505,2025-03-05,2.86,1,291,3,"23-ISTR-02823, 23-OSTR-02823",New Orleans,20.27,17110.8
80869,"Frenchmen House ""Red Room""",437783,Joanne,,Marigny,29.96811,-90.05905,Private room,80.0,1,996,2025-08-09,5.65,2,165,52,24-XSTR-08500,New Orleans,54.79,9240.0
84725,Historic UPTOWN NEW ORLEANS Resort,85132,Sanford Sandy,,Central City,29.93608,-90.07997,Private room,318.0,30,5,2016-01-01,0.03,8,365,0,Exempt,New Orleans,0.0,81249.0
90806,Mid-city.  The heart of New Orleans,485705,Thomas J,,Mid-City,29.97264,-90.09992,Entire home/apt,68.0,30,144,2025-03-12,0.85,1,359,1,,New Orleans,1.64,17088.4
183207,"Frenchmen House ""Rose Room""",437783,Joanne,,Marigny,29.96811,-90.05905,Private room,80.0,1,928,2025-08-10,5.46,2,177,47,24-XSTR-08500,New Orleans,51.51,9912.0
204998,Hilaire Suite - 2 Bed 2.5 Bath near French Quarter,1006034,Gwendolyn,,Treme - Lafitte,29.9678,-90.06675,Entire home/apt,96.0,30,207,2022-09-05,1.22,5,180,0,"19STR-26370, 19-OSTR-2637",New Orleans,50.68,12096.0
205008,Muse Suite- Near French Quarter,1006034,Gwendolyn,,Treme - Lafitte,29.96719,-90.07033,Entire home/apt,146.0,30,290,2022-11-01,1.71,5,180,0,"19STR-26373, 19-OSTR-2637",New Orleans,50.68,18396.0
228560,Boheme de Marigny - Historic Creole Cottage,1192986,Dayna,,Marigny,29.96524,-90.05901,Entire home/apt,298.0,2,132,2025-05-25,1.06,3,55,10,23-XSTR-12077,New Orleans,84.93,11473.0
240258,Maison Marais 2,391462,Georgia,,St. Roch,29.96929,-90.05172,Entire home/apt,89.0,3,621,2025-07-03,3.67,3,246,25,23-XSTR-13082,New Orleans,32.6,15325.8
314233,Historic pied-à-terre on Esplanade,1182408,Lauren,,Marigny,29.96611,-90.06146,Entire home/apt,132.0,30,80,2020-03-18,0.48,1,364,0,,New Orleans,0.27,33633.6
317793,"Algiers Point, New Orleans LA - Funky NOLA Digs",1631225,Seran,,Whitney,29.94995,-90.04538,Entire home/apt,80.0,30,13,2023-03-13,0.08,1,365,0,,New Orleans,0.0,20440.0
405209,Historic Tremé Creole Cottage w/pool,2019341,Historic Getaways,,Treme - Lafitte,29.965829849243164,-90.06376647949219,Entire home/apt,159.0,1,198,2025-09-01,1.54,32,273,22,23-XSTR-11592,New Orleans,25.21,30384.9
406652,Near bustling Magazine St w/BIKES!,2026099,Conor,,St. Thomas Dev,29.92302,-90.07285,Entire home/apt,153.0,30,182,2024-10-26,1.12,1,193,1,"23STR-08837, 23-OSTR-08837",New Orleans,47.12,20670.3
425878,Bayou St. John Cottage!,1919429,Kristin,,Bayou St. John,29.9758415222168,-90.0870361328125,Entire home/apt,125.0,30,53,2025-05-05,0.38,1,365,6,"24-NSTR-10576, 24-OSTR-10576",New Orleans,0.0,31937.5
427928,New Orleans Festival House! Jazz Fest 3 Blocks!,2103275,NOLA Festivals,,Fairgrounds,29.98149,-90.07425,Entire home/apt,713.0,2,147,2025-03-22,0.96,1,270,1,Exempt,New Orleans,26.03,134757.0
458029,Oak Street Hangout...,2277128,Paul,,Leonidas,29.94844,-90.13186,Entire home/apt,99.0,30,95,2025-06-27,0.6,1,164,4,,New Orleans,55.07,11365.2
474197,Historic Home Close to Everything,115001499,Anisha,,Treme - Lafitte,29.96587,-90.07053,Entire home/apt,315.0,30,85,2025-03-01,0.53,1,351,8,"21-CSTR-08647, 21-OSTR-13290",New Orleans,3.84,77395.5
542247,10min drive to French Quarter 5min to Dome,2156820,Jay,,Broadmoor,29.94668985343301,-90.10075887298348,Entire home/apt,188.0,3,159,2025-05-18,1.01,1,159,14,"23-nstr-18619, 22-OSTR-12012",New Orleans,56.44,20924.4
561833,Half of The Okra Inn Iberville (4019),2707644,Lindsay,,Mid-City,29.974992752075195,-90.09910583496094,Entire home/apt,137.0,30,136,2025-08-20,0.88,11,35,34,"21-CSTR-08128, 20-OSTR-02677",New Orleans,90.41,3356.5
648129,Beautiful Efficiency Apartment,2383859,Brian,,City Park,29.98282,-90.09417,Entire home/apt,89.0,30,117,2020-02-24,0.74,1,141,0,18STR-16510,New Orleans,61.37,8784.3
684584,Ride the Streetcar to the French Quarter!,2176992,Erin,,Mid-City,29.96658,-90.09607,Private room,99.0,30,1250,2025-09-03,7.89,1,267,140,"23-NSTR-17387, 25-OSTR-15014",New Orleans,26.85,18503.1
708852,studio unit 3 New Orleans,103427,Jacqueline M,,Lower Garden District,29.93396,-90.08066,Entire home/apt,245.0,30,0,,0.0,2,90,0,Exempt,New Orleans,75.34,15435.0
718256,Rumahku De New Orleans,1340014,Susanna,,Fillmore,30.00784,-90.08124,Entire home/apt,86.0,2,407,2025-08-19,2.67,1,31,23,"24-NSTR-10932, 23-OSTR-12561",New Orleans,91.51,1866.2
755827,Stay by the river in the safe & historic Bywater,3978674,Carmen,,Bywater,29.96056,-90.03423,Entire home/apt,100.0,3,649,2025-08-25,4.15,1,56,39,"23-NSTR-15629, 23-OSTR-14447",New Orleans,84.66,3920.0
780112,Large Apt Bayou St John/City Park 3 miles to Dome,3233663,Julie,,Bayou St. John,29.97728,-90.08278,Entire home/apt,239.0,30,97,2022-04-22,0.64,1,269,0,,New Orleans,26.3,45003.7
786938,Historic home near FQ/outdoor oasis,978875,Gianna,,Seventh Ward,29.97478,-90.07634,Entire home/apt,465.0,3,179,2025-05-19,1.17,1,292,10,"25-NSTR-01981, 25-OSTR-01876",New Orleans,20.0,95046.0
812536,"Downtown Views, Garden District, Streetcar",4271460,Christian,,Central City,29.93616,-90.08231,Entire home/apt,145.0,2,66,2025-04-06,0.43,5,53,3,23-XSTR-11145,New Orleans,85.48,5379.5
812675,Luxe Garden District Balcony Views,4271460,Christian,,Central City,29.935006370033516,-90.08173553236516,Entire home/apt,191.0,2,82,2025-04-06,0.53,5,57,4,23-XSTR-11145,New Orleans,84.38,7620.9
829933,"King rm @ Huckabuck Village, Treme",3849334,Liberty,,Treme - Lafitte,29.96949,-90.07396,Private room,40.0,30,154,2025-01-29,1.0,1,177,1,"19RSTR-26556, 21-OSTR-08891",New Orleans,51.51,4956.0
845309,Fab Frenchmen Maison on the Park,4413148,Deborah,,Marigny,29.96609,-90.05718,Entire home/apt,475.0,30,169,2021-05-03,1.1,1,365,0,"19STR-08005, 20-OSTR-0809",New Orleans,0.0,121362.5
851999,Fab Apt with Perfect Park Porch,4448274,Carolee,,Leonidas,29.95565,-90.12383,Entire home/apt,133.0,31,114,2025-06-06,0.74,2,179,3,,New Orleans,50.96,16664.9
854997,Historic Marigny Triangle Apartment,176809,Amy,,Marigny,29.96731,-90.05927,Entire home/apt,199.0,30,142,2025-05-07,0.92,1,164,4,,New Orleans,55.07,22845.2
872905,"City Park, Mid City, Safe area near Streetcar Stop",4606010,Monica,,City Park,29.98148,-90.09697,Entire home/apt,65.0,30,57,2024-09-07,0.37,1,163,0,,New Orleans,55.34,7416.5
873413,Mansion in the Garden District,4271460,Christian,,Central City,29.935006370033516,-90.08173553236516,Entire home/apt,850.0,2,78,2025-01-03,0.51,5,57,1,23-XSTR-11145,New Orleans,84.38,33915.0
882473,Historic Apt in Magical Marigny,4669579,Mary,,Marigny,29.96712,-90.05075,Entire home/apt,107.0,30,210,2025-03-09,1.37,1,308,1,"19STR-00000, 19-OSTR-0000",New Orleans,15.62,23069.2
885246,HUGE Historic Warehouse District Condo,4690952,Ashley,,Central Business District,29.94499,-90.07222,Entire home/apt,400.0,30,9,2022-12-31,0.07,1,260,0,19STR-12961,New Orleans,28.77,72800.0
890508,Magazine St. Charm - Safe Area,4728090,Roberto,,Uptown,29.9205,-90.10807,Entire home/apt,325.0,30,28,2019-05-27,0.2,1,331,0,"18STR-16423, 20-OSTR-02857",New Orleans,9.32,75302.5
895626,"Walk to Tulane, The Purple Room of the Treehouse",4772370,Laurie,,Audubon,29.93823,-90.11176,Private room,74.0,1,351,2025-08-09,2.29,1,74,41,"23-NSTR-14182, 24-OSTR-21273",New Orleans,79.73,3833.2
896343,#1 Beautiful 2-BR Suite Uptown/Audubon Riverside,4778949,Robert,,West Riverside,29.92048,-90.12346,Entire home/apt,198.0,3,43,2024-04-08,0.3,3,225,0,"24-NSTR-10773, 24-OSTR-10760",New Orleans,38.36,31185.0
896501,#2 Perfect 2BR Audubon Suite,4778949,Robert,,Audubon,29.92345,-90.12261,Entire home/apt,177.0,3,34,2025-03-05,0.23,3,170,2,"24-NSTR-10773, 24-OSTR-10760",New Orleans,53.42,21063.0
896709,Modern Home Near French Quarter,4782391,Marc,,Treme - Lafitte,29.97258,-90.07539,Entire home/apt,278.0,30,50,2020-02-23,0.33,1,364,0,,New Orleans,0.27,70834.4
898632,TulaneUniv/Pool-3 ppl + if family- No parties,4370699,Deborah,,Audubon,29.94574,-90.11839,Entire home/apt,268.0,1,105,2025-09-08,0.68,1,303,15,"23-NSTR-15126, 24-OSTR-04228",New Orleans,16.99,56842.8
898685,3 blocks from St Charles Streetcar,4796527,Jackson,,Central City,29.93694,-90.08212,Entire home/apt,57.0,30,583,2025-07-01,3.82,1,34,14,"22-RSTR-15749, 22-OSTR-17167",New Orleans,90.68,1356.6
900337,2 Bedroom Suite in Uptown New Orleans,4807949,Judith,,Uptown,29.92074,-90.1069,Entire home/apt,238.0,30,27,2025-03-16,0.18,1,265,4,"23-NSTR-15847, 24-OSTR-03329",New Orleans,27.4,44149.0
901827,Traditional Lower Garden District 2 bdrm apt,11372242,Thiamanti,,Central City,29.93668,-90.07614,Entire home/apt,89.0,2,378,2025-07-05,2.46,39,92,9,"23-CSTR-11525, 24-OSTR-03681",New Orleans,74.79,5731.6
904990,"Gem Condo, Soul of Arts District",4841202,Matilde,,Lower Garden District,29.94449,-90.06751,Entire home/apt,85.0,30,7,2022-09-04,0.06,4,326,0,,New Orleans,10.68,19397.0
905897,"Private King Bed Apt, No Chores, 25% off 4 Nights",4847397,Scott,,Treme - Lafitte,29.9663148,-90.0695387,Entire home/apt,108.0,2,431,2025-09-05,2.83,1,230,45,"23-NSTR-15010, 24-OSTR-03224",New Orleans,36.99,17388.0
908231,Spacious Broadmoor Townhome- Central to Everything,4866349,Dawn,,Broadmoor,29.95201,-90.10369,Entire home/apt,175.0,30,64,2025-07-22,0.54,1,354,9,"23-NSTR-13586, 24-OSTR-04281",New Orleans,3.01,43365.0
910912,Bayou St John Historic Home,4887507,Roxanne,,Bayou St. John,29.97885,-90.08411,Entire home/apt,365.0,30,134,2025-05-25,1.01,2,316,9,"23-NSTR-13850, 23-OSTR-14560",New Orleans,13.42,80738.0
914407,Parks-Bowman Mansion: The Red Room,4795675,Adrienne,,Garden District,29.92956,-90.08393,Private room,94.0,1,686,2025-08-01,4.5,3,322,34,23-XSTR-21481,New Orleans,11.78,21187.6
914581,Parks-Bowman Mansion: The Haunted Bedroom,4795675,Adrienne,,Garden District,29.92928,-90.08214,Private room,102.0,1,611,2025-08-17,4.01,3,326,39,23-XSTR-21481,New Orleans,10.68,23276.4
914617,Parks-Bowman Mansion: The Library,4795675,Adrienne,,Garden District,29.9294,-90.08436,Private room,107.0,1,891,2025-08-16,5.81,3,296,57,23-XSTR-21481,New Orleans,18.9,22170.4
917965,"Garden District Beautiful home, private parking",4900663,Karen,,Lower Garden District,29.93409,-90.07562,Entire home/apt,157.0,3,274,2025-08-18,1.79,2,102,20,"24-NSTR-10841, 24-OSTR-10176",New Orleans,72.05,11209.8
918511,Convenient Mid City Apartment,4931906,Todd & Kristi,,City Park,29.98117,-90.09053,Entire home/apt,135.0,30,212,2020-03-16,1.38,1,365,0,,New Orleans,0.0,34492.5
925086,French Condo in the Warehouse District,1976003,Sebastien,,Central Business District,29.94697,-90.07035,Entire home/apt,200.0,30,66,2019-05-07,0.58,1,365,0,,New Orleans,0.0,51100.0
938165,Sophisticated Styled Estate 40% Off Summer,4605202,Wayne,,Fairgrounds,29.9799,-90.08212,Entire home/apt,149.0,30,178,2024-05-27,1.18,4,270,0,"22-RSTR-05145, 22-OSTR-05140",New Orleans,26.03,28161.0
947400,Cozy One Bedroom NOLA Apartment,5134411,Jessica,,Lower Garden District,29.93185,-90.07035,Entire home/apt,120.0,1,732,2025-09-08,4.8,1,248,69,"23-NSTR-14663, 25-OSTR-07712",New Orleans,32.05,20832.0
967567,Treme Creole Cottage,5278748,Lolis,,Treme - Lafitte,29.96625,-90.06758,Entire home/apt,200.0,30,378,2023-04-30,2.49,1,90,0,"17STR-17374, 20-OSTR-0000",New Orleans,75.34,12600.0
969714,The New Orleans Sweeeet Retreat,5154893,Leila,,Holy Cross,29.95668,-90.00772,Entire home/apt,299.0,3,1,2020-02-26,0.01,2,89,0,,New Orleans,75.62,18627.7
995213,Legal Rental : Elegant Lower Garden District Home,5465617,Dawn-Marie,,Lower Garden District,29.93839,-90.07349,Entire home/apt,500.0,30,129,2023-05-29,0.85,1,269,0,"24STR-21124, 19-OSTR-02403",New Orleans,26.3,94150.0
997365,Big Easy Condo(close to the action),5480237,Raymond,,Treme - Lafitte,29.96288,-90.06642,Entire home/apt,127.0,1,375,2025-08-03,2.48,5,345,28,"23-NSTR-18389, 25-OSTR-35984",New Orleans,5.48,30670.5
1022169,Festive Creole Cottage,5627272,Lori,,Fairgrounds,29.98171,-90.08254,Private room,110.0,2,125,2025-05-04,0.83,1,89,7,"25-NSTR-00479, 25-OSTR-00086",New Orleans,75.62,6853.0
1048233,Musical & cultural extravaganza!,5770796,Sylvia,,Marigny,29.96407,-90.05789,Entire home/apt,221.0,2,264,2025-09-01,1.76,2,52,9,24-XSTR-07988,New Orleans,85.75,8044.4
1056897,$95 per Night in January 2018! - New Year Special!,5821538,Georgia,,Lower Garden District,29.93417,-90.07281,Private room,109.0,30,205,2020-03-08,1.41,2,365,0,,New Orleans,0.0,27849.5
1073455,Native New Orleans. Bywater near Crescent park.,5904943,Eric J,,Bywater,29.96095,-90.04452,Entire home/apt,66.0,30,79,2024-05-04,0.52,1,147,0,19STR-22298,New Orleans,59.73,6791.4
1092214,$95 a Night in January 2018! - New Year’s Special!,5821538,Georgia,,Lower Garden District,29.9361,-90.07196,Private room,125.0,30,152,2020-02-26,1.01,2,365,0,,New Orleans,0.0,31937.5
1103936,~Mid City Oasis~,6062935,Deanie,,City Park,29.98048,-90.09927,Entire home/apt,274.0,30,121,2025-04-29,1.06,1,364,6,"17STR-08434, 20-ostr-02165",New Orleans,0.27,69815.2
1186700,"Steps from Frenchmen St, Big backyard & Yard games",4710746,Sara,,Marigny,29.967038646646724,-90.0612080520279,Entire home/apt,401.0,2,227,2025-07-06,1.79,1,291,19,"23-CSTR-08850, 23-OSTR-01338",New Orleans,20.27,81683.7
1283353,Beautiful Bywater Shotgun w/ Bikes!,5316723,Gabrielle,,St. Claude,29.96774,-90.03713,Entire home/apt,90.0,2,592,2025-08-18,3.99,1,80,41,"24-NSTR-11294, 24-OSTR-07722",New Orleans,78.08,5040.0
1313719,Oak-lines Ursulines Ave raised style funky house,6132575,Joshua,,Bayou St. John,29.97645,-90.08279,Entire home/apt,243.0,1,89,2025-08-17,2.5,1,282,38,"23-NSTR-16704, 23-OSTR-16082",New Orleans,22.74,47968.2
1316954,"New Orleans 1br Suite, Avenue Plaza",7054805,Eric,,Central City,29.93423,-90.08124,Entire home/apt,257.0,30,14,2017-03-14,0.1,2,358,0,,New Orleans,1.92,64404.2
1331004,Ursulines Colorful Historic Home near French Qtr,2019341,Historic Getaways,,Treme - Lafitte,29.96586,-90.06397,Entire home/apt,141.0,1,175,2025-08-31,1.24,32,273,32,23-XSTR-11592,New Orleans,25.21,26945.1
1352100,Lemon Tree Manor in Bywater,7338169,Susan,,Bywater,29.96197,-90.04433,Entire home/apt,206.0,30,300,2025-05-04,2.07,1,365,12,"20RSTR-31016, 20-OSTR-31012",New Orleans,0.0,52633.0
1377824,Funky Safe 2-Story Cottage in Heart of Bywater,5640348,Maria,,Bywater,29.963698599312387,-90.04285502645983,Entire home/apt,122.0,4,56,2025-04-08,0.38,1,56,4,"23-NSTR-17396, 23-OSTR-13779",New Orleans,84.66,4782.4
1419885,"Casa Pelican B&B and Cooking School, Balcony Room",7645369,Karen,,Algiers Point,29.95371,-90.04773,Private room,100.0,1,511,2025-07-19,3.64,2,282,31,23-XSTR-21467,New Orleans,22.74,19740.0
1427307,"History, color, and art in Faubourg St. John",7676497,John,,Bayou St. John,29.97509,-90.08519,Entire home/apt,109.0,2,203,2025-06-22,1.47,1,229,11,"23-NSTR-17695, 23-OSTR-18208",New Orleans,37.26,17472.7
1450713,Spactacular Newly Renovated Carriage House,7785342,Mamie,,Central City,29.936187,-90.080474,Entire home/apt,350.0,30,78,2023-05-21,0.54,1,364,0,"23-NSTR-15186, 23OSTR-10742",New Orleans,0.27,89180.0
1602821,Party Atmosphere Hostel - Private Room for Four,8540704,Robert Higdon,,Central City,29.93783,-90.07861,Private room,115.0,30,8,2014-04-08,0.06,4,244,0,Exempt,New Orleans,33.15,19642.0
1614892,The Laurel Bed and Breakfast in Mid-City,8596036,Laura,,City Park,29.9802553,-90.0907984,Private room,135.0,2,42,2025-04-21,0.3,1,276,9,23-XSTR-11784,New Orleans,24.38,26082.0
1661090,Bywater Historic House,228432,Nathalie,,St. Claude,29.964907,-90.040382,Entire home/apt,160.0,4,251,2025-09-06,1.73,1,224,11,"23-NSTR-13443, 23-OSTR-13446",New Orleans,38.63,25088.0
1665262,Loft living in Irish Channel,4844670,Mia,,St. Thomas Dev,29.92329,-90.07232,Entire home/apt,223.0,2,99,2025-07-25,0.69,3,253,11,"22-CSTR-22886, 23-OSTR-01224",New Orleans,30.68,39493.3
1695768,The Epicenter,8955981,Brian,,Marigny,29.96504,-90.0603,Private room,77.0,30,544,2025-05-08,3.8,1,360,33,"17STR-08217, 19-OSTR-0000",New Orleans,1.37,19404.0
1718222,Airy & Beautiful apt near Magazine!,4844670,Mia,,St. Thomas Dev,29.92315,-90.07394,Entire home/apt,190.0,30,23,2021-12-10,0.16,3,270,0,,New Orleans,26.03,35910.0
1735922,Huge Space in the Heart of Midcity,4580360,Jarrod,,Mid-City,29.96803,-90.08577,Entire home/apt,150.0,30,117,2025-03-08,0.82,2,270,1,"19STR-21967, 20-OSTR-01855",New Orleans,26.03,28350.0
1738168,Upscale Home - Uptown NOLA,9019370,Timothy,,Uptown,29.9206,-90.10499,Entire home/apt,250.0,30,189,2025-05-20,1.31,2,228,6,,New Orleans,37.53,39900.0
1740021,LARGE I BEDROOM 1BATH IN DUPLEX,9161662,Jack,,Garden District,29.92974,-90.08386,Entire home/apt,95.0,30,9,2020-03-03,0.07,1,365,0,,New Orleans,0.0,24272.5
1936935,Bayou St. John Creole Shotgun,7607004,Lee,,Bayou St. John,29.97705,-90.0844,Entire home/apt,90.0,30,50,2025-03-29,0.35,1,300,4,"18STR-16786, 20-OSTR-0472",New Orleans,17.81,18900.0
1960306,972 penthouse Pets on famous magazine st parking,4981655,Jim,,St. Thomas Dev,29.93187,-90.07294,Entire home/apt,54.0,2,457,2025-08-12,3.19,6,279,7,"22-cstr-09729, 23-ostr-11614",New Orleans,23.56,10546.2
2032979,Balcony Suite on Royal Street Near French QTR #1,1405952,Zakary,,Marigny,29.96503,-90.05193,Private room,89.0,1,40,2025-07-04,0.28,12,290,17,23-xstr-17948,New Orleans,20.55,18067.0
2041350,Historic Bywater Home for Rent,2339252,Allison,,Bywater,29.96104,-90.03756,Entire home/apt,396.0,2,97,2025-04-14,0.68,1,261,5,"23-NSTR-17556, 23-OSTR-16550",New Orleans,28.49,72349.2
2055943,Cozy Retreat steps from St. Charles Avenue,861540,Haiyan,,Central City,29.93238,-90.08933,Entire home/apt,60.0,30,145,2024-05-06,1.03,1,179,0,"23-ISTR-12962, 23-OSTR-12479",New Orleans,50.96,7518.0
2065921,Boutique Suite on Royal Street Near French QTR #2,1405952,Zakary,,Marigny,29.96503,-90.05193,Private room,71.0,1,88,2025-06-22,1.5,12,320,10,23-xstr-17948,New Orleans,12.33,15904.0
2082916,Super Clean! 5 Min Ferry to French Qtr! No Chores!,3018143,Natalie,,Algiers Point,29.95227,-90.05279,Entire home/apt,89.0,1,268,2025-08-27,1.88,1,252,46,23-XSTR-21476,New Orleans,30.96,15699.6
2107965,The Boswell House (Historic Home on Jazz Registry),7707187,Jason,,Touro,29.9228,-90.09338,Entire home/apt,344.0,2,56,2020-01-14,0.4,1,289,0,"24-NSTR-10509, 24-OSTR-10484",New Orleans,20.82,69591.2
2122794,Laid Back Charm 1  Bywater Marigny,4841202,Matilde,,Bywater,29.96476,-90.04524,Entire home/apt,47.0,30,58,2025-06-29,0.42,4,365,2,,New Orleans,0.0,12008.5
2131627,Wonderful Queen Anne Victorian,9150936,Michael,,Lower Garden District,29.93412,-90.07079,Entire home/apt,68.0,30,123,2023-03-31,0.87,1,268,0,,New Orleans,26.58,12756.8
2159266,Big Easy Condo,5480237,Raymond,,Treme - Lafitte,29.96509,-90.06671,Entire home/apt,98.0,1,285,2025-05-25,2.03,5,342,17,"23-NSTR-18389, 25-OSTR-35984",New Orleans,6.3,23461.2
2177238,Balcony Boutique Suite on Royal Street #3,1405952,Zakary,,Marigny,29.96503,-90.05193,Private room,71.0,1,90,2025-08-10,0.68,12,292,30,23-xstr-17948,New Orleans,20.0,14512.4
2177885,Cozy Suite on Royal Street near French Quarter #4,1405952,Zakary,,Marigny,29.96503,-90.05193,Private room,89.0,1,114,2025-06-21,0.86,12,316,21,23-xstr-17948,New Orleans,13.42,19686.8
2177946,Boutique Suite on Royal Street #5,1405952,Zakary,,Marigny,29.96503,-90.05193,Private room,74.0,1,25,2025-08-17,0.19,12,299,5,23-xstr-17948,New Orleans,18.08,15488.2
2177994,Royal Street Kitchenette Balcony Suite 6,1405952,Zakary,,Marigny,29.96503,-90.05193,Private room,91.0,1,53,2025-07-27,0.38,12,304,13,23-xstr-17948,New Orleans,16.71,19364.8
2185863,Marigny Jewel - Home Away from Home (#137023),4778357,Ronald,,Marigny,29.96623,-90.05149,Private room,365.0,30,69,2024-05-07,0.5,2,256,0,23-XSTR-16813,New Orleans,29.86,65408.0
2189294,Irish Channel tiny home with big  August discount,10948438,Cathy,,Irish Channel,29.92281,-90.08621,Entire home/apt,76.0,30,45,2025-07-31,0.32,2,305,5,,New Orleans,16.44,16226.0
2189313,"Irish Channel Gem, cheap n chic! Summer discount",10948438,Cathy,,Irish Channel,29.92103,-90.08649,Entire home/apt,115.0,30,55,2025-08-31,0.4,2,183,4,,New Orleans,49.86,14731.5
2203775,Jane Milne Suite - 2 bed 2 bath near FQ,1006034,Gwendolyn,,Treme - Lafitte,29.96876,-90.06839,Entire home/apt,87.0,30,132,2024-04-15,0.94,5,180,0,,New Orleans,50.68,10962.0
2203814,Watson Suite - Near French Quarter,1006034,Gwendolyn,,Treme - Lafitte,29.96693,-90.06847,Entire home/apt,85.0,30,68,2017-10-30,0.49,5,365,0,,New Orleans,0.0,21717.5
2226543,Historic Home|Heart of Mid-City| French Quarter,11362234,Isaac,,Tulane - Gravier,29.96406,-90.08027,Entire home/apt,165.0,1,228,2025-07-20,1.63,7,359,12,"22-CSTR-19616, 24-OSTR-03045",New Orleans,1.64,41464.5
2250080,Minutes to Anywhere in New Orleans,11491946,Megan,,Marlyville - Fontainbleau,29.95493,-90.10798,Entire home/apt,156.0,2,107,2025-04-13,0.76,1,118,6,"23-NSTR-17259, 23-OSTR-11811",New Orleans,67.67,12885.6
2255065,Spacious MidCity Victorian 1: Near Streetcar & FQ!,11362234,Isaac,,Tulane - Gravier,29.96203,-90.08259,Entire home/apt,180.0,1,242,2025-06-15,1.72,7,359,9,"22-CSTR-19618, 24-OSTR-03045",New Orleans,1.64,45234.0
2255182,Treme Central - Huge Balcony,6753577,Jo,,Treme - Lafitte,29.96589,-90.06681,Entire home/apt,150.0,30,209,2020-03-16,1.49,2,180,0,"17STR-10050, 17-OSTR-00010",New Orleans,50.68,18900.0
2272725,"1903 Queen Anne Beauty, Registration 23-XSTR-12136",11573383,Nancy,,St. Claude,29.96439,-90.03744,Entire home/apt,306.0,3,262,2025-05-15,1.86,1,184,13,23-XSTR-12136,New Orleans,49.59,39412.8
2297440,The Purple House by Tulane,11734377,Ryan,,Audubon,29.94982,-90.11606,Entire home/apt,74.0,1,731,2025-09-04,6.53,1,103,44,"24-NSTR-18626, 24-OSTR-18625",New Orleans,71.78,5335.4
2315660,Marcelin’s on Napoleon Bed & Breakfast LLC,11800706,Marcelin,,Broadmoor,29.94275,-90.10516,Entire home/apt,230.0,2,264,2025-06-08,1.91,1,281,21,23-XSTR-21516,New Orleans,23.01,45241.0
2387100,Like the French Quarter - but better!,12193877,M,,Lower Garden District,29.92983,-90.07568,Entire home/apt,106.0,30,29,2024-04-03,0.21,2,68,0,Exempt,New Orleans,81.37,5045.6
2392147,Airy Loft Apartment,12219447,Phoebe,,Black Pearl,29.93833,-90.13355,Entire home/apt,125.0,30,175,2025-04-11,1.25,1,364,1,,New Orleans,0.27,31850.0
2392262,Lower Garden District Charmer,12220132,Jacob,,St. Thomas Dev,29.92405,-90.07428,Entire home/apt,493.0,30,17,2017-07-17,0.14,1,363,0,,New Orleans,0.55,125271.3
2419449,Charles Suite - 2 bed 2.5 bath near French Quarter,1006034,Gwendolyn,,Treme - Lafitte,29.96699,-90.06852,Entire home/apt,132.0,30,67,2021-12-13,0.61,5,180,0,,New Orleans,50.68,16632.0
2432541,BYWATER- OWNER OCCUPIED PROPERTY- Monthly Rental,4777319,Meg,,Bywater,29.96277,-90.03329,Entire home/apt,100.0,30,188,2024-05-05,1.36,1,365,0,"19STR-12345, 10-OSTR-1234",New Orleans,0.0,25550.0
2447159,Serene Uptown Pied-A-Terre,12513890,Jason And Susan,,East Riverside,29.92007,-90.08899,Entire home/apt,50.0,30,151,2025-05-19,1.09,1,96,19,"18STR-16601, 20-OSTR-1881",New Orleans,73.7,3360.0
2520676,"Large House Walk to French Qrtr, Faubourg Marigny",7319703,Donald,,Marigny,29.96565,-90.06189,Entire home/apt,151.0,30,390,2025-02-16,2.79,5,365,2,"20STR-02083, 20-OSTR-02083",New Orleans,0.0,38580.5
2539803,Cozy apartment in the Marigny,13004929,Cheryl,,Marigny,29.96459,-90.05195,Entire home/apt,138.0,2,380,2025-09-06,2.72,1,274,19,"23-NSTR-14820, 23-OSTR-14787",New Orleans,24.93,26468.4
2676200,Mid City Classic on Streetcar Line Minutes from FQ,13701548,Khalil,,Mid-City,29.97858,-90.10403,Entire home/apt,531.0,3,151,2024-10-26,1.09,2,269,1,"24-NSTR-10875, 24-OSTR-09200",New Orleans,26.3,99987.3
